350,0.012856
351,0.012842
352,0.012908
353,0.013129
354,0.013183
355,0.013162
356,0.013384
357,0.013654
358,0.0138
359,0.013741
360,0.013896
361,0.01395
362,0.013805
363,0.014117
364,0.014278
365,0.01417
366,0.014194
367,0.014334
368,0.014503
369,0.014561
370,0.014623
371,0.014626
372,0.014545
373,0.014859
374,0.015021
375,0.014774
376,0.01475
377,0.014802
378,0.014861
379,0.014917
380,0.015043
381,0.015176
382,0.015202
383,0.015255
384,0.015401
385,0.015605
386,0.015364
387,0.01533
388,0.01568
389,0.015518
390,0.015518
391,0.015711
392,0.015621
393,0.015513
394,0.015511
395,0.015665
396,0.015688
397,0.015676
398,0.015722
399,0.015743
400,0.015732
401,0.015723
402,0.015835
403,0.015798
404,0.01563
405,0.015547
406,0.015625
407,0.015697
408,0.015556
409,0.015521
410,0.01558
411,0.015662
412,0.015652
413,0.015679
414,0.015776
415,0.015815
416,0.015804
417,0.0158
418,0.015911
419,0.015968
420,0.015991
421,0.016047
422,0.016076
423,0.016131
424,0.016232
425,0.016218
426,0.016239
427,0.016343
428,0.016377
429,0.016411
430,0.016452
431,0.016472
432,0.016498
433,0.016524
434,0.016545
435,0.016603
436,0.016659
437,0.016688
438,0.016754
439,0.016811
440,0.016853
441,0.016939
442,0.017043
443,0.01715
444,0.017247
445,0.017329
446,0.017402
447,0.017471
448,0.017541
449,0.01761
450,0.017675
451,0.017766
452,0.017835
453,0.017871
454,0.017934
455,0.018018
456,0.018096
457,0.018116
458,0.018187
459,0.01827
460,0.018282
461,0.018336
462,0.018405
463,0.018454
464,0.018516
465,0.018573
466,0.018627
467,0.018744
468,0.018833
469,0.018877
470,0.018931
471,0.018991
472,0.019067
473,0.019169
474,0.019222
475,0.019266
476,0.019344
477,0.019432
478,0.019509
479,0.019574
480,0.019655
481,0.019747
482,0.019833
483,0.019878
484,0.019916
485,0.019955
486,0.019989
487,0.020018
488,0.020021
489,0.019987
490,0.01994
491,0.019901
492,0.019876
493,0.019841
494,0.01981
495,0.019775
496,0.019703
497,0.019634
498,0.019568
499,0.019489
500,0.019403
501,0.019324
502,0.019257
503,0.019131
504,0.019
505,0.018883
506,0.018702
507,0.018477
508,0.018232
509,0.018004
510,0.017738
511,0.017468
512,0.017268
513,0.017135
514,0.017029
515,0.01692
516,0.016897
517,0.016901
518,0.016879
519,0.016828
520,0.016801
521,0.0168
522,0.016768
523,0.016778
524,0.0168
525,0.016753
526,0.016714
527,0.016677
528,0.016622
529,0.016565
530,0.016492
531,0.016404
532,0.016336
533,0.01626
534,0.016169
535,0.016076
536,0.015977
537,0.015874
538,0.015769
539,0.015662
540,0.015547
541,0.01542
542,0.01528
543,0.01514
544,0.015002
545,0.01483
546,0.014662
547,0.014504
548,0.014333
549,0.014161
550,0.014004
551,0.013885
552,0.013772
553,0.013664
554,0.01357
555,0.013511
556,0.013449
557,0.013366
558,0.013301
559,0.013218
560,0.01311
561,0.013012
562,0.012902
563,0.012778
564,0.012646
565,0.012492
566,0.012327
567,0.012164
568,0.01201
569,0.011832
570,0.011612
571,0.011378
572,0.011145
573,0.010916
574,0.010685
575,0.010409
576,0.010105
577,0.0098221
578,0.0095115
579,0.0091806
580,0.0088464
581,0.0085133
582,0.0081696
583,0.0078151
584,0.0074824
585,0.0071692
586,0.0068732
587,0.0065944
588,0.0063242
589,0.0060487
590,0.0057582
591,0.0055128
592,0.0052862
593,0.0050429
594,0.0048104
595,0.0045806
596,0.0043503
597,0.0041269
598,0.0039225
599,0.0037398
600,0.0035732
601,0.0034163
602,0.0032769
603,0.0031689
604,0.0031059
605,0.0030603
606,0.003011
607,0.002985
608,0.0029516
609,0.0029049
610,0.0028835
611,0.0028676
612,0.0028448
613,0.0028045
614,0.0027931
615,0.0027831
616,0.0027369
617,0.0027141
618,0.0026958
619,0.0026672
620,0.0026523
621,0.0026288
622,0.0025906
623,0.0025491
624,0.0025332
625,0.0025249
626,0.0024848
627,0.0024601
628,0.0024414
629,0.0024128
630,0.002388
631,0.0023662
632,0.0023464
633,0.0023292
634,0.0023113
635,0.0022997
636,0.0023109
637,0.0023
638,0.0022727
639,0.0022504
640,0.0022264
641,0.0022129
642,0.0022136
643,0.0021967
644,0.0021837
645,0.0021774
646,0.0021516
647,0.0021219
648,0.0020868
649,0.002039
650,0.0020329
651,0.0020373
652,0.0020111
653,0.0019733
654,0.0019416
655,0.0019226
656,0.001899
657,0.0018638
658,0.001822
659,0.0017871
660,0.0017508
661,0.0017249
662,0.0017221
663,0.0017061
664,0.0016897
665,0.001688
666,0.0017077
667,0.0017092
668,0.0016949
669,0.0017227
670,0.0017281
671,0.0017231
672,0.001749
673,0.001766
674,0.0017765
675,0.0017871
676,0.0017857
677,0.0017897
678,0.0017982
679,0.0017726
680,0.0017757
681,0.0017906
682,0.0017565
683,0.0017475
684,0.0017358
685,0.0016884
686,0.0016937
687,0.001688
688,0.0016332
689,0.0015851
690,0.0015396
691,0.0014986
692,0.0014669
693,0.0014279
694,0.0013865
695,0.0013523
696,0.0013206
697,0.00129
698,0.0012574
699,0.0012113
700,0.0011866
701,0.0011742
702,0.0011238
703,0.001089
704,0.0010686
705,0.0010453
706,0.001016
707,0.00099295
708,0.00097709
709,0.00093308
710,0.00088973
711,0.00086002
712,0.00084392
713,0.00082383
714,0.00079281
715,0.00075119
716,0.00072512
717,0.00071118
718,0.00069802
719,0.00066005
720,0.00062398
721,0.00060103
722,0.00058467
723,0.0005731
724,0.00055
725,0.0005041
726,0.00049511
727,0.00049524
728,0.00048088
729,0.00046523
730,0.00044109
731,0.0004126
732,0.00039316
733,0.00037746
734,0.00037265
735,0.00038409
736,0.0003887
737,0.00037493
738,0.00034737
739,0.00034248
740,0.00035691
741,0.00037253
742,0.00035831
743,0.00034795
744,0.00035338
745,0.00037343
746,0.00037295
747,0.00034843
748,0.00031738
749,0.00034077
750,0.00034561
751,0.00032726
752,0.00031948
753,0.00033389
754,0.00034083
755,0.00031908
756,0.00031838
757,0.00031678
758,0.00030618
759,0.00030195
760,0.00027484
761,0.00024372
762,0.00028597
763,0.00030347
764,0.00030234
765,0.0002952
766,0.00027699
767,0.00028287
768,0.00030911
769,0.00033344
770,0.00033248
771,0.00032911
772,0.00034569
773,0.00031217
774,0.00031218
775,0.00036356
776,0.00033266
777,0.00032582
778,0.00033732
779,0.00031009
780,0.00031297
781,0.00032903
782,0.00033455
783,0.00033908
784,0.00033843
785,0.0003305
786,0.00031503
787,0.00031649
788,0.0003191
789,0.00030314
790,0.00032222
791,0.00034595
792,0.00034879
793,0.00032246
794,0.00032178
795,0.00033782
796,0.00032826
797,0.00032402
798,0.00034145
799,0.00037315
800,0.00033834
801,0.0003207
802,0.00033785
803,0.00034225
804,0.00033727
805,0.00033788
806,0.00035447
807,0.00034868
808,0.00035106
809,0.00036524
810,0.0003446
811,0.00032383
812,0.00032162
813,0.00034367
814,0.0003229
815,0.0002973
816,0.00030052
817,0.00031794
818,0.00030858
819,0.00029416
820,0.00032675
821,0.00031797
822,0.00029368
823,0.00028406
824,0.0002676
825,0.00028336
826,0.00031075
827,0.00028701
828,0.00027641
829,0.00027134
830,0.00025292
831,0.00022945
832,0.00022203
833,0.00022763
834,0.00021524
835,0.00022061
836,0.00022058
837,0.00019194
838,0.00019327
839,0.00021017
840,0.00022486
841,0.00021904
842,0.00022068
843,0.00023534
844,0.00025477
845,0.00023716
846,0.00023213
847,0.000251
848,0.00023102
849,0.0002029
850,0.0001725
851,0.00014418
852,0.00015379
853,0.00018645
854,0.0002161
855,0.00019264
856,0.00018974
857,0.00019665
858,0.00018017
859,0.00018662
860,0.00019648
861,0.00019606
862,0.00019337
863,0.00020055
864,0.0002053
865,0.00018909
866,0.00018597
867,0.00018173
868,0.00017098
869,0.00017434
870,0.00016365
871,0.00016042
872,0.00019164
873,0.00017848
874,0.00015693
875,0.00015756
876,0.00018873
877,0.00016621
878,0.00013963
879,0.00018189
880,0.00018216
881,0.00015371
882,0.0001253
883,0.00013379
884,0.00015044
885,0.00015001
886,0.00012401
887,0.00014192
888,0.00017273
889,0.00018381
890,0.00014815
891,0.00016173
892,0.00017384
893,0.00012367
894,6.06E-05
895,8.36E-05
896,0.00014934
897,8.13E-05
898,5.91E-05
899,7.93E-05
900,9.66E-05
901,6.36E-05
902,5.27E-05
903,6.68E-05
904,7.60E-05
905,0.00010326
906,0.00012257
907,0.00010579
908,2.30E-05
909,2.71E-05
910,6.59E-05
911,2.63E-05
912,-1.59E-05
913,-1.89E-05
914,2.02E-05
915,5.84E-05
916,2.43E-05
917,-4.01E-06
918,4.00E-05
919,5.98E-05
920,7.94E-05
921,6.78E-05
922,-2.05E-05
923,4.92E-05
924,8.34E-05
925,-8.33E-06
926,2.98E-05
927,5.35E-05
928,2.53E-05
929,-3.99E-05
930,-9.50E-06
931,-4.74E-05
932,-0.00020639
933,-0.0002862
934,-0.00016967
935,6.79E-05
936,0.00020783
937,-7.21E-05
938,-0.00011831
939,3.92E-06
940,5.20E-06
941,1.11E-05
942,-4.06E-05
943,-0.00012385
944,-6.62E-05
945,-0.00016276
946,-0.00013931
947,0.0001647
948,0.00015205
949,-8.64E-05
950,-0.00038297
951,-0.00049821
952,-7.06E-05
953,4.52E-05
954,-0.00029618
955,-0.00021275
956,-0.00022106
957,-0.00018314
958,-2.13E-05
959,-0.0002464
960,-0.00035081
961,-0.00023878
962,-6.04E-05
963,-0.00015362
964,-0.00015845
965,-1.27E-05
966,2.89E-06
